image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000253831.jpg,Question: Why is the polar bear's location unusual? Answer:,They are rare!,It is not unusual at all. Polar bears are found in every part of the world where the ice freezes,2,It is not unusual at all. Polar bears are found in every part of the world where the ice freezes,They are rare!
http://images.cocodataset.org/train2017/000000294838.jpg,Question: What architectural feature provides storage in the living room? Answer:,"A sliding door and large closet, with shelves and glass shelves",The built-in bookshelf,2,The built-in bookshelf,"A sliding door and large closet, with shelves and glass shelves"
http://images.cocodataset.org/train2017/000000363038.jpg,Question: What can be inferred about this cat's behavior or personality? Answer:,Cats have personalities,That it feels secure in its surroundings and that it is a peaceful creature,2,That it feels secure in its surroundings and that it is a peaceful creature,Cats have personalities
http://images.cocodataset.org/train2017/000000389472.jpg,Question: What is this photo about'? Answer:,This is a picture of bananas and fruit and a glass of orange juice all wrapped in foil,"Food, of course!",2,"Food, of course!",This is a picture of bananas and fruit and a glass of orange juice all wrapped in foil
http://images.cocodataset.org/train2017/000000083268.jpg,Question: What challenges do the skier and snowboarder face while performing aerial leaps? Answer:,many opportunities and different types,"Challenges in their ability to hold their breath while performing such a high - risk, high - reward act.",1,many opportunities and different types,"Challenges in their ability to hold their breath while performing such a high - risk, high - reward act."
http://images.cocodataset.org/train2017/000000363468.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,The room is furnished in a manner that may be comfortable for the viewer,A woman sitting in a living room,2,A woman sitting in a living room,The room is furnished in a manner that may be comfortable for the viewer
http://images.cocodataset.org/train2017/000000124736.jpg,"Question: Considering the choice of attire and the location, what could be the reason behind this man's presence in the wilderness? Answer:","I am a professional guide to this area, and this was a shot of me looking out of the window of my office",He's just enjoying the view,2,He's just enjoying the view,"I am a professional guide to this area, and this was a shot of me looking out of the window of my office"
http://images.cocodataset.org/train2017/000000571618.jpg,Question: Is the shower a stand-up shower only or a shower-tub combination? Answer:,Most people think that a stand-up shower is a,It's a stand-up shower,2,It's a stand-up shower,Most people think that a stand-up shower is a
http://images.cocodataset.org/train2017/000000242431.jpg,Question: What unusual eating habit does the girl display? Answer:,"The ""carnitas"" has a lot of toppings and vegetables",Eating more than the plate will accommodate,2,Eating more than the plate will accommodate,"The ""carnitas"" has a lot of toppings and vegetables"
http://images.cocodataset.org/train2017/000000233401.jpg,Question: What possible reasons might be there for the man's excited jump in the image? Answer:,,A man jumping off a bridge with a suitcase,1,,A man jumping off a bridge with a suitcase
http://images.cocodataset.org/train2017/000000246084.jpg,Question: What can be inferred about the atmosphere of the workspace in the image? Answer:,it's pleasant,people working & playing,2,people working & playing,it's pleasant
http://images.cocodataset.org/train2017/000000109515.jpg,Question: What kind of place is the image taken in and what are its typical features? Answer:,Skateboard park,A skateboarding park,1,Skateboard park,A skateboarding park
http://images.cocodataset.org/train2017/000000161027.jpg,"Question: Is the ""Do Not Enter"" sign painted on the curb or on the pavement of the driveway? Answer:",On the pavement by the curb in front of a curb cut with a white and yellow striped curb on the right side,On the pavement,2,On the pavement,On the pavement by the curb in front of a curb cut with a white and yellow striped curb on the right side
http://images.cocodataset.org/train2017/000000402172.jpg,Question: What are some possible skills or techniques she might be using while playing tennis in the image? Answer:,A woman swinging an racquet,A girl is swinging her racket,2,A girl is swinging her racket,A woman swinging an racquet
http://images.cocodataset.org/train2017/000000393227.jpg,Question: How might the skateboarder's experience be affected by the headphones he's wearing? Answer:,Perhaps you're asking that because you can't quite figure out how that affects the skateboarder's ability to do his job - and this is good practice indeed,I'm not sure,2,I'm not sure,Perhaps you're asking that because you can't quite figure out how that affects the skateboarder's ability to do his job - and this is good practice indeed
http://images.cocodataset.org/train2017/000000128428.jpg,Question: What other ingredients might some people want to add before cooking these pizzas? Answer:,Not sure,Tomatoes with mushrooms and spinach,1,Not sure,Tomatoes with mushrooms and spinach
